"name","segment","what_they_do","town","district","province","ownership","parent","scale","pacra_number","pacra_status","isic","ncc_grade","officeholder","confidence","evidence","lat","lng","coord_basis","notes","sources"
"AFRICAN PRECIOUS METALS REFINERY LIMITED","smelter_refiner","Precious metals refinery, mining support services",,,,,,,"120190007325","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 17/09/2019. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"BLUE WATERS MINERAL REFINERS LIMITED","smelter_refiner","Mineral refining company, non-ferrous metal ores",,,,,,,"120190009621","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 10/12/2019. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"BULLIONTECH REFINERY LIMITED","smelter_refiner","Refinery company registered in Zambia",,,,,,,"120220040462","Active","Mining of iron ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 12/10/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=BULLION&SortyBy=entity%20name&Direction=ASC"
"CENTURY MINERALS AND SMELTERS LIMITED","smelter_refiner","Minerals and smelting company",,,,,,,"120190001615","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 19/02/2019. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC"
"CHAMBISHI COPPER SMELTER LIMITED","smelter_refiner","Custom copper smelter in the Chambishi Multi-Facility Economic Zone treating concentrate from Copperbelt mines into blister copper","Chambishi","Kalulushi","Copperbelt","Chinese state-owned; holding subsidiary of China Nonferrous Metal Mining (Group) Co., Ltd. (CNMC)","China Nonferrous Metal Mining (Group) Co., Ltd. (CNMC)","Commissioned 2009; capacity approx. 150,000 tonnes of copper concentrate per year producing blister copper for further refining to cathode","120060062959","Active","Other transportation support activities",,,"high","non-registry source evidences operations","-12.65","28.05","town centroid, not a company address","Located inside the Chambishi MFEZ, Kalulushi district. Cut roughly one fifth of production in 2024 during Zambia's drought-driven power shortages. Runs CSR projects in Lubuto ward, Kalulushi. PACRA ISIC line is recorded as 'other transportation support activities', which does not match the actual smelting activity - a registry classification artefact.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC | https://www.lobitocorridor.com/mines/zambia/chambishi | https://www.cnmc.com.cn/ysen/NewsCenter/CompanyUpdates/2025/8/I1406919473625038848.html | https://theafricanmirror.africa/business/zambias-chambishi-copper-smelter-scales-back-capacity-amid-power-cuts"
"CHAMBISHI METALS PLC","smelter_refiner","Cobalt and copper electro-metals refinery and slag treatment plant north of Kitwe, producing cobalt metal and copper cathode and tolling third-party material","Chambishi","Kalulushi","Copperbelt","Foreign-owned with a state minority; ENRC holds 90% through its shareholding in ENYA, ZCCM-IH holds 10%","Eurasian Resources Group (ERG) / ENRC, via ENYA Holdings","Nominal capacity 6,800 tonnes per year of cobalt metal and 55,000 tonnes per year of copper cathode; over 200 workers at the time of closure; houses one of the largest slag treatment plants in the world and a Cosac electric arc furnace for cobalt recovery","119980041151","Active","Support activities for other mining and quarrying",,,"high","non-registry source evidences operations","-12.65","28.05","town centroid, not a company address","Registered in Zambia 12/08/1998. Described by ERG as the only plant in Zambia producing cobalt metal. Placed on care and maintenance in January 2020 for lack of feedstock, with over 200 workers sent home; Zambian trade press reported through 2025 and 2026 that operations had still not resumed and that government was under pressure over the plant's future. Its former Nkana slag dump asset is now worked by Nkana Alloy Smelting Company Limited.","https://www.ergafrica.com/cobalt-copper-division/chambishi-metals/ | https://www.zccm-ih.com.zm/investments/mining-assets/chambishi-metals-plc/ | https://zambianbusinesstimes.com/govt-mute-on-chambishi-metals-re-opening/ | https://www.asianmetal.com/news/1538398/ERG-to-halt-production-at-Zambia-copper-and-cobalt-refinery/ | https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=CHAMBISHI%20METALS&SortyBy=entity%20name&Direction=ASC"
"CMID GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, non-ferrous metal ores",,,,,,,"120230047151","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 03/03/2023. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"COPPERBELT SMELTER AND REFINERY CORPORATION LIMITED","smelter_refiner","Smelting and refining corporation, mining support services",,,,,,,"120200008564","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only. A targeted web search for this exact company name returned no results, so no plant, town, capacity, owner or contact could be evidenced. Registered 2020 with ISIC 'support activities for other mining and quarrying' rather than a manufacturing/smelting class, which is more consistent with a services or project company than an operating smelter. Treat the ambitious name with caution.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"CRYSTAL CORE GOLD REFINERY COMPANY LIMITED","smelter_refiner","Gold refinery, other mining and quarrying",,,,,,,"120251020909","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 20/02/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"CYPRIUM REFINERY PRECIOUS METALS PLANT LIMITED","smelter_refiner","Precious metals refinery plant company",,,,,,,"120170001472","Active","Management consultancy activities",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 22/02/2017. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"EMIR GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, other mining and quarrying",,,,,,,"120251022172","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 14/03/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"EMPERIO GOLD REFINING LIMITED","smelter_refiner","Gold refining company, non-ferrous metal ores",,,,,,,"120251026987","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 12/06/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"FZCO REFINERY LIMITED","smelter_refiner","Refinery company, mining support services",,,,,,,"120241008162","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 10/06/2024. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
